Array,CameraID,prop_ag,elevation,dist_road,slope,dist_blg,bwoodland,cwoodland,rain,mart_pres,mart_pres01
Spinnigdale,SPIN-13,0,95.2067,0.45,3.14042,0.473539,0.262326,0.681594,82.3531,Y,1
Spinnigdale,SPIN-14,0,104.258,2.52,7.77118,2.59442,0,0.0287772,92.3872,Y,1
Spinnigdale,SPIN-15,0,91.1558,1.98,14.5123,2.00998,0.0490621,0.470495,88.47,Y,1
Spinnigdale,SPIN-16,0,300.736,2.95831,11.231,2.75437,0,0,92.3872,N,0
Spinnigdale,SPIN-17,0,168.411,2.09823,10.5142,1.84016,0.0465111,0.0205727,110.983,Y,1
Spinnigdale,SPIN-18,0,123.883,1.26,1.94899,1.06678,0.103549,0.445674,82.3531,Y,1
Spinnigdale,SPIN-19,0,279.807,3.27463,7.24767,3.04726,0,0,92.3872,N,0
Spinnigdale,SPIN-20,0,198.014,2.32456,11.4891,2.13305,0.0419648,0,110.983,Y,1
"Strontian, Ardnamurchan",STRONT-001,0.064694,6.27,0.09,4.56388,0.316066,0.00215772,0.0234776,280.712,Y,1
"Strontian, Ardnamurchan",STRONT-002,0,21.0616,1.99919,11.0968,0.625,0.160002,0.0452111,226.232,N,0
"Strontian, Ardnamurchan",STRONT-003,0,93.4443,2.93647,3.45933,0.721213,0.097398,0.863787,226.232,Y,1
"Strontian, Ardnamurchan",STRONT-004,0,184.857,4.15014,3.98952,1.61359,0,0.482849,226.232,Y,1
Trossachs,Tross-01,0,298.745,0.980955,5.45179,2.40364,0,0.752418,192.855,Y,1
Trossachs,Tross-02,0,198.553,0,3.31261,2.745,0.24679,0.117681,175.533,Y,1
Trossachs,Tross-03,0,283.675,0.63,12.3406,1.40364,0,0.371869,192.855,Y,1
Trossachs,Tross-04,0,196.342,0,11.0509,1.14899,0.025084,0.267455,175.533,Y,1
Trossachs,Tross-05,0,277.144,1.31912,13.4094,1.44175,0,0.615254,175.533,Y,1
Trossachs,Tross-06,0,104.294,0.09,4.2783,0.155,0.583978,0,175.533,Y,1
Trossachs,Tross-07,0,84.505,0.651838,15.4084,0.245,0.425629,0.442113,175.533,Y,1
Trossachs,Tross-08,0,145.902,0.9,12.9447,1.45773,0,0.0377251,175.533,N,0
Trossachs,Tross-09,0,39.6054,1.42456,2.30814,0.927487,0.00307291,0.996927,189.399,Y,1
Trossachs,Tross-10,0.00320303,30.1658,0.763675,5.04522,0.357344,0.267689,0.0610502,153.648,Y,1
Trossachs,Tross-11,0.20467,25.328,0.18,3.02313,0.505355,0.046834,0.194368,153.648,N,0
Trossachs,Tross-12,0,97.4449,2.19728,4.18862,1.216,0,0.522024,189.399,Y,1
Trossachs,Tross-13,0,54.9874,0.667279,4.16172,0.497193,0.299867,0.44861,153.648,Y,1
Trossachs,Tross-14,0,22.7271,1.26,2.24207,1.59033,0,1,153.648,N,0
Trossachs,Tross-15,0,80.5591,3.78,1.76633,2.46447,0,0.69793,189.399,Y,1
Trossachs,Tross-16,0,64.0368,2.16,2.39094,0.815355,0,0.762378,189.399,N,0
Trossachs,Tross-17,0,29.8509,0.18,3.97175,0.882635,0.00976759,0.273271,153.648,Y,1
Trossachs,Tross-18,0,17.021,1.26,3.91595,2.00536,0.0391455,0.950546,153.648,Y,1
Trossachs,Tross-19,0,123.584,3.33,4.38885,1.445,0.0972479,0.104935,177.068,Y,1
Trossachs,Tross-20,0,58.6776,2.25,1.80472,0.575477,0.0142918,0.714366,177.068,Y,1
Tummel Bridge,TUMM-01,0,391.206,0.847279,14.5014,1.77685,0,0.982295,116.849,N,0
Tummel Bridge,TUMM-02,0,389.435,1.02728,1.36279,1.10702,0,0.228235,96.1095,N,0
Tummel Bridge,TUMM-03,0,356.583,0.9,3.32662,0.74435,0.115564,0.87808,96.1095,N,0
Tummel Bridge,TUMM-04,0,264.408,0.27,11.0538,1.46263,0,0.765814,96.7628,Y,1
Tummel Bridge,TUMM-05,0,385.804,1.44,7.47948,3.42187,0,0.587899,113.542,Y,1
Tummel Bridge,TUMM-06,0,213.459,0.27,6.18203,4.04533,0.0542078,0.544362,113.542,Y,1
Tummel Bridge,TUMM-07,0.00916564,226.436,0.09,4.18782,3.06974,0.158719,0.0970847,116.849,Y,1
Tummel Bridge,TUMM-08,0.0220464,205.725,0.36,11.2622,2.57851,0,0.201313,113.542,Y,1
Tummel Bridge,TUMM-09,0,434.122,2.08279,3.72908,2.83609,0,0.318096,113.542,N,0
Tummel Bridge,TUMM-10,0,412.511,1.44,4.55341,3.37141,0,0.468827,113.542,N,0
Tummel Bridge,TUMM-11,0,429.557,2.25,1.23584,2.65851,0,0.903339,113.542,Y,1
Tummel Bridge,TUMM-12,0,398.097,1.26,13.0763,2.2443,0,0.963437,96.7628,N,0
Tummel Bridge,TUMM-13,0,367.032,2.05456,3.60525,1.95146,0,1,113.542,N,0
Tummel Bridge,TUMM-14,0,321.025,0.884558,11.9872,3.55849,0,1,116.849,N,0
Tummel Bridge,TUMM-15,0,392.685,2.0764,4.02191,2.14134,0,0.4944,113.542,N,0
Tummel Bridge,TUMM-16,0,395.897,1.35,8.05626,1.68382,0,0.803755,96.7628,Y,1
Tummel Bridge,TUMM-17,0,172.726,0,18.0943,1.40849,0,0.807982,96.7628,Y,1
Tummel Bridge,TUMM-18,0,418.967,2.23456,4.46456,2.8668,0.0890025,0.410962,116.849,N,0
Tummel Bridge,TUMM-19,0,424.719,1.89,2.03287,2.2656,0,0.267541,116.849,Y,1
Tummel Bridge,TUMM-20,0,298.467,0.636396,12.145,0.641335,0.086875,0.795535,96.7628,Y,1
Tummel Bridge,TUMM-21,0,145.355,0.09,2.22867,0.726777,0.303527,0.256833,96.7628,Y,1
