Reporting country (Name),Commodity (Name),Trade flow (Name),Unit (Name),Unit,[1976],S,[1977],S,[1978],S,[1979],S,[1980],S,[1981],S,[1982],S,[1983],S,[1984],S,[1985],S,[1986],S,[1987],S,[1988],S,[1989],S,[1990],S,[1991],S,[1992],S,[1993],S,[1994],S,[1995],S,[1996],S,[1997],S,[1998],S,[1999],S,[2000],S,[2001],S,[2002],S,[2003],S,[2004],S,[2005],S,[2006],S,[2007],S,[2008],S,[2009],S,[2010],S,[2011],S,[2012],S,[2013],S,[2014],S,[2015],S,[2016],S,[2017],S,[2018],S,[2019],S
Madagascar,"Crab meat nei, prepared or preserved",Exports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,3,,0,...,0,...,0,...,0,...,0,...,78,,641,,713,,1109,,1137,,1221,,758,,42,,0,...,0,...,0,...,0,...,0,...,0,...
Madagascar,"Crab meat nei, prepared or preserved",Imports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,2,,0,N,0,N,0,...,1,,0,N,1,,0,N,1,,1,,1,,3,,6,,4,,3,,3,,3,,23,,5,,8,,7,,9,,12,,16,,12,,14.83,
Madagascar,"Crab meat, frozen",Exports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,40,,847,,255,,327,,165,,117,,61,,124,,43,,55,,27,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Madagascar,"Crabs nei, frozen",Exports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,764,,627,,591,,1162,,825,,470,,966,,801,,547,,582,,538,,338,,236,,437,,752,,948,,1189,,890,,1859,,4738,,3656,,4300,,2968,,3176,,4168,,2966,,3958,,3070,,2218,,2742,,2881,,3970,,4036.85,
Madagascar,"Crabs nei, frozen",Imports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1,,0,...,0,...,0,...,12,,0,...,1,,0,...,0,...,21,,14,,2,,111,,2,,0,...,0,...,0,...,0,...,0,...,74,,0,...,0,...,0,...,83.63,
Madagascar,"Crabs nei, frozen",Reexports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,19,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Madagascar,"Crabs, dried, salted or in brine, smoked, nei",Exports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,8382,,6131,,3136,
Madagascar,"Crabs, dried, salted or in brine, smoked, nei",Imports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,20,,0,...,0,...
Madagascar,"Crabs, not frozen",Exports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,18,,9,,41,,108,,35,,39,,5,,74,,49,,63,,11,,5,,29,,71,,110,,1021,,15880,,0,...,0,...,0,...,0,...,0,...
Madagascar,"Crabs, not frozen",Imports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1,,0,N,0,N,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Madagascar,"Crabs, peeled or not, live, fresh or chilled, nei",Exports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,261,,87,,587.93,
Madagascar,"Crayfish (freshwater), live, fresh or chilled",Exports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,3,,0,N,0,N,0,N,0,N,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Madagascar,"Crustaceans and molluscs, nei, frozen",Imports,Value (USD 1000),USD 1000,0,N,0,...,0,...,0,...,0,...,0,...,0,N,1,,0,...,0,...,0,N,0,...,0,N,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Madagascar,"Crustaceans and molluscs, prepared or preserved, nei",Exports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1,,2,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Madagascar,"Crustaceans and molluscs, prepared or preserved, nei",Imports,Value (USD 1000),USD 1000,0,...,0,N,0,N,0,N,9,,37,,2,,139,,6,,0,...,0,N,0,N,1,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Madagascar,"Crustaceans nei, even smoked, frozen",Exports,Value (USD 1000),USD 1000,63,,187,,250,,404,,530,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,3,,5,,16,,380,,268,,588,,383,,433,,295,,329,,0,N,237,,7,,0,N,168,,14,,21,,257,,382,,146,,235,,231.45,
Madagascar,"Crustaceans nei, even smoked, frozen",Imports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,N,0,N,0,...,0,...,0,...,0,...,1,,0,...,0,...,0,N,0,...,0,...,0,...,0,...,0,...,3,,0,...,0,...,0,...,0,...
Madagascar,"Crustaceans nei, prepared or preserved",Exports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,4,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,N,0,...,0,...,0,...,0,...,8,,0,...,0,...,1,,0,...,8.77,
Madagascar,"Crustaceans nei, prepared or preserved",Imports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1,,0,...,0,...,0,...,0,...,0,...,0,...,0,N,0,...,0,...,3,,0,...,0,...,0,...,2,,4,,0,N,2,,0,...,0,...,0,...,0,...,0.79,
Madagascar,"Crustaceans, live, fresh, chilled or boiled in water, nei",Exports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,85,,38,,20,,50,,98,,22,,21,,10,,0,...,0,...,42,,22,,4,,0,...,237,,65,,3,,0,N,0,N,2,,1,,0,N,0,...,0,...,0,...,0,...,0,...,1,,0,...,0,...,0,...,4,,6.72,
Madagascar,"Cuttlefish and squid, other than live, fresh or chilled",Exports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,14,,46,,49,,60,,128,,287,,76,,30,,76,,100,,7,,308,,358,,256,,214,,200,,196,,232,,139,,199,,104,,149,,48.71,
Madagascar,"Cuttlefish and squid, other than live, fresh or chilled",Imports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,N,1,,0,N,0,N,0,N,0,...,0,N,0,N,0,...,122,,42,,34,,0,...,86,,44,,1,,20,,1,,1,,2.23,
Madagascar,"Cuttlefish and squid, prepared or preserved",Imports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1,,1,,1,,0,N,0,N,0,N,1,,0.6,
Madagascar,"Cuttlefishes and squids, frozen, nei",Exports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,22,,230,,142.6,
Madagascar,"Cuttlefishes and squids, frozen, nei",Imports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,4.78,
Madagascar,"Cuttlefishes and squids, live, fresh or chilled, nei",Exports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,31,,45,,20,,136,,39,,166,,67,,211,,380,,169,,274,,82,,0,...,7,,2,,1,,0,N,0,...,0,...,0,...,0,...,1,,26.03,
Madagascar,"Cuttlefishes and squids, live, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,23,,45,,61,,60,,58,,0,N,1,,47,,0,...,57,,0,...,0,...,0,...,0,...,0,...
Madagascar,"Dogfish and other sharks nei (excl. Squalus acanthias, Scyliorhinus spp., Lamna nasus, Prionace glauca), frozen",Exports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,53,,21,,3,,1,,12,,2,,0,...,3,,30,,8,,0,...,7,,8,,1,,0,...,0,...,4,,0,...,0,...,0,...,5,,3,,1,,0,...,0,...,0,...,0,...
Madagascar,"Dogfish and other sharks nei (excl. Squalus acanthias, Scyliorhinus spp., Lamna nasus, Prionace glauca), frozen",Imports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,616,E,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Madagascar,Eels and elvers live,Exports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,17,,25,,1,,16,,5,,29,,32,,106,,96,,93,,123,,166,,461,,309,,426,,551,,269,,266,,74,,196,,148,,24.04,
Madagascar,"Eels, fresh or chilled",Exports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,5,,0,...,0,...,0,...,0,...,37,,0,...,0,N,252,,0,...,159,,67,,0,...,11,,63,,33,,1,,0,...,0,...,0,...,0,...
Madagascar,"Eels, frozen",Exports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1,,32,,50,,115,,68,,75,,78,,54,,0,...,0,...,29,,40,,25,,232,,236,,237,,161,,182,,386,,125,,0,...,456,,117,,494,,363,,710,,47,,1,,53,,37.18,
Madagascar,"Fish body oils, nei",Exports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,20,,22,,0,N,10,,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Madagascar,"Fish body oils, nei",Imports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,6,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,N,0,N,0,...,0,...,0,N,3,,1,,7,,25,,22,,14,,0,...,0,...,13,,11,,0,...,0,...
Madagascar,"Fish dried, whether or not salted, nei",Exports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,153,,177,,169,,584,,374,,224,,203,,742,,800,,473,,534,,489,,514,,805,,655,,384,,422,,398,,392,,80,,98,,144.71,
Madagascar,"Fish dried, whether or not salted, nei",Imports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,N,0,...,0,N,0,...,0,...,0,...,21,,0,N,0,N,0,...,4,,1,,0,...,0,...,0,N,0,N,0,N,32,,18,,16.18,
Madagascar,"Fish fillets, dried, salted or in brine, nei",Exports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,17,,0,...,5,,2,,0,...,0,...
Madagascar,"Fish fillets, dried, salted or in brine, nei",Imports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1,,1,,0,N,0,N,1,,0,N,0,N,0,N,1,,1,,0,...,1,,0,N,0,N,0,N,0,N,0,N,0,N,0,...
Madagascar,"Fish fillets, fresh or chilled, nei",Exports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,33,,6,,78,E,18,,16,,45,,263,,24,,181,,176,,185,,146,,198,,193,,236,,118,,97,,263,,247,,468,,677.7,
Madagascar,"Fish fillets, fresh or chilled, nei",Imports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1,,0,...,1,,0,N,0,...,0,...,0,...,1,,0,N,3,,1,,2,,1,,1,,1,,2,,5,,2,,2,,3,,0,...,0,N,3,,7,,14,,5,,15,,16.65,
Madagascar,"Fish fillets, fresh or chilled, nei",Reexports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,N,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Madagascar,"Fish fillets, frozen, nei",Exports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,8,,67,,4,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,24,,1,,16,,56,,67,,5,,47,,205,,200,,113,,56,,106,,79,,142,,220,,51,,271,,323,,632,,668,,757,,1247.96,
Madagascar,"Fish fillets, frozen, nei",Imports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,N,0,...,0,...,0,...,0,...,2,,0,...,0,...,0,...,0,...,7,,11,,3,,2,,1,,23,,7,,5,,7,,5,,20,,239,,4,,3,,1,,23,,0,N,2,,5,,2.6,
Madagascar,"Fish heads, tail, maws etc., smoked, dried, salted, or in brine",Exports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,5,,19,,7,,49,,197,,46,,33,,50.01,
Madagascar,"Fish heads, tail, maws etc., smoked, dried, salted, or in brine",Imports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,6,,0,...
Madagascar,"Fish heads, tails, maws, tongues, nei frozen",Exports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,3,,7,,7.94,
Madagascar,"Fish heads, tails, maws, tongues, nei frozen",Imports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1,,0,...
Madagascar,"Fish live, nei",Exports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,N,0,...,0,N,0,...,0,...,0,...,0,...,0,...,0,...,0,N,0,...,0,...,0,...,0,...,1,,0,...,2,,9,,56,,65,,76,,66.28,
Madagascar,"Fish live, nei",Imports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,2,,1,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,2,,0,...,0,...,0,...,0,...,0,...,0,...,5,,0,...,0,...,2,,0,N,0,...,0,...,0,...,0,...,5,,0,...,0.28,
Madagascar,"Fish liver oils, nei",Exports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,6,,28,,29,,14,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Madagascar,"Fish liver oils, nei",Imports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1,,2,,5,,0,N,5,,1,,1,,1,,3,,0,...,0,...,2,,2,,1,,0,N,0,...,0,N,0,...,0,...,0,...,25,,6,,1,,1,,0,N,2,,2,,2,,2,,0.54,
Madagascar,"Fish meat, whether or not minced nei, fresh or chilled",Exports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,3,,16,,15,,0,...,0,...,5,,3,,0,
Madagascar,"Fish meat, whether or not minced nei, fresh or chilled",Imports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1,,0,N,0,...,1,,4,,0,...
Madagascar,"Fish meat, whether or not minced, frozen, nei",Exports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1,,22,,56,,19,,1,,10,,0,...,0,...,0,...,5,,13,,50,,286,,226,,195,,126,,114,,164,,212,,503.83,
Madagascar,"Fish meat, whether or not minced, frozen, nei",Imports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,4,,4,,6,,5,,0,...,1,,3,,2,,0,...,0,N,5,,3,,1.32,
Madagascar,"Fish nei, salted or in brine",Imports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,N,0,...,0,N,0,...,0,...,0,N,0,...,0,...,1,,0,...,0,...,2,,0,...,2,,6,,7,,0,N,1,,3.41,
Madagascar,"Fish nei, smoked",Exports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,N,0,...,0,N,0.18,
Madagascar,"Fish nei, smoked",Imports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1,,1,,2,,0,...,0,...,0,...,4,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,2,,1,,1,,0.91,
Madagascar,"Fish waste, nei",Exports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,N,0,N,0,...,0,N,1,,0,N,3,,2,,0,N,1,,2,,18,,25,,19,,14,,13,,8,,0,...,0,N,13,,15,,0,N,0,N,0,...,0.01,
Madagascar,"Fish waste, nei",Imports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,14,E,0,...,2,,0,N,0,...,1,,0,...,45,,294,,169,,109,,127,,210,,329,,311,,208,,423,,707,,520,,474,,762,,527.83,
Madagascar,"Fish waste, nei",Reexports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,3,,116,,36,,195,,175,,368,,113,,342,,253,,96,,125,,158.14,
Madagascar,"Fish, crustacean and mollusc products, unfit for human consumption nei",Imports,Value (USD 1000),USD 1000,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,12,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Madagascar,"Fish, dried, salted or smoked",Exports,Value (USD 1000),USD 1000,23,,25,,68,,60,,50,,62,,27,,3,,17,,21,,50,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Madagascar,"Fish, dried, salted or smoked",Imports,Value (USD 1000),USD 1000,1,,6,,38,,97,,3,,0,...,0,N,0,N,1,,0,...,0,N,1,,0,N,0,E,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
