Reporting country (Name),Partner country (Name),Commodity (Name),Trade flow (Name),Unit (Name),Unit,[2019],S
Madagascar,Malaysia,"Mackerels nei, frozen",Exports,Tonnes – net product weight,Tonnes – net product weight,53.5,
Madagascar,Malaysia,"Miscellaneous molluscs, other than live, fresh or chilled, nei",Exports,Tonnes – net product weight,Tonnes – net product weight,40.68,
Madagascar,Malaysia,"Salmonoids, frozen",Exports,Tonnes – net product weight,Tonnes – net product weight,50.01,
Madagascar,Malaysia,"Sea-cucumber, other than live, fresh or chilled",Exports,Tonnes – net product weight,Tonnes – net product weight,80.98,
Madagascar,Malaysia,"Shrimps and prawns, live, fresh or chilled, nei",Exports,Tonnes – net product weight,Tonnes – net product weight,0.23,
Madagascar,Malaysia,"Tunas nei, frozen",Exports,Tonnes – net product weight,Tonnes – net product weight,22,
Madagascar,Mauritius,Agar agar nei,Imports,Tonnes – net product weight,Tonnes – net product weight,1.77,E
Madagascar,Mauritius,"Aquatic invertebrates, other than prepared or preserved",Exports,Tonnes – net product weight,Tonnes – net product weight,79.63,
Madagascar,Mauritius,"Bigeye tuna, frozen, nei",Exports,Tonnes – net product weight,Tonnes – net product weight,0,
Madagascar,Mauritius,"Carps, eels and snakeheads, fillets, fresh or chilled",Exports,Tonnes – net product weight,Tonnes – net product weight,3.19,
Madagascar,Mauritius,Caviar,Exports,Tonnes – net product weight,Tonnes – net product weight,0.03,
Madagascar,Mauritius,Coral and the like,Exports,Tonnes – net product weight,Tonnes – net product weight,4.85,
Madagascar,Mauritius,"Crabs nei, frozen",Exports,Tonnes – net product weight,Tonnes – net product weight,77.39,
Madagascar,Mauritius,"Crustaceans nei, even smoked, frozen",Exports,Tonnes – net product weight,Tonnes – net product weight,0.38,
Madagascar,Mauritius,"Cuttlefish and squid, other than live, fresh or chilled",Exports,Tonnes – net product weight,Tonnes – net product weight,7.7,
Madagascar,Mauritius,"Cuttlefishes and squids, frozen, nei",Exports,Tonnes – net product weight,Tonnes – net product weight,2.61,
Madagascar,Mauritius,"Fish fillets, fresh or chilled, nei",Exports,Tonnes – net product weight,Tonnes – net product weight,0.81,
Madagascar,Mauritius,"Fish fillets, frozen, nei",Exports,Tonnes – net product weight,Tonnes – net product weight,54.63,
Madagascar,Mauritius,"Fish meat, whether or not minced, frozen, nei",Exports,Tonnes – net product weight,Tonnes – net product weight,63.93,
Madagascar,Mauritius,"Fish, frozen, nei",Exports,Tonnes – net product weight,Tonnes – net product weight,35.53,
Madagascar,Mauritius,"Fishmeals, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,261.05,
Madagascar,Mauritius,"Flatfish nei, frozen",Exports,Tonnes – net product weight,Tonnes – net product weight,3.58,
Madagascar,Mauritius,"Gadiformes nei, frozen",Exports,Tonnes – net product weight,Tonnes – net product weight,16.06,
Madagascar,Mauritius,Miscellaneous corals and shells,Imports,Tonnes – net product weight,Tonnes – net product weight,14,
Madagascar,Mauritius,"Octopus, frozen",Exports,Tonnes – net product weight,Tonnes – net product weight,264.49,
Madagascar,Mauritius,"Octopus, live, fresh or chilled",Exports,Tonnes – net product weight,Tonnes – net product weight,144.19,
Madagascar,Mauritius,"Octopus, other than live, fresh or chilled",Exports,Tonnes – net product weight,Tonnes – net product weight,106.89,
Madagascar,Mauritius,"Pilchards (Sardinops spp.), prep. or pres., not minced, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,86.46,
Madagascar,Mauritius,"Rock lobster and other sea crawfish (Palinurus, Panulirus, Jasus), even smoked, frozen, nei",Exports,Tonnes – net product weight,Tonnes – net product weight,6.65,
Madagascar,Mauritius,"Salmon fillets, frozen",Exports,Tonnes – net product weight,Tonnes – net product weight,0.02,
Madagascar,Mauritius,"Shrimps and prawns, live, fresh or chilled, nei",Exports,Tonnes – net product weight,Tonnes – net product weight,18.04,
Madagascar,Mauritius,"Shrimps and prawns, other than coldwater, even smoked, frozen",Exports,Tonnes – net product weight,Tonnes – net product weight,65.95,
Madagascar,Mauritius,"Skipjack tuna, frozen",Exports,Tonnes – net product weight,Tonnes – net product weight,0,
Madagascar,Mauritius,"Swordfish, frozen",Exports,Tonnes – net product weight,Tonnes – net product weight,8,
Madagascar,Mauritius,"Tunas prepared or preserved, not minced, nei",Exports,Tonnes – net product weight,Tonnes – net product weight,0,
Madagascar,Mauritius,"Yellowfin tuna, frozen, nei",Exports,Tonnes – net product weight,Tonnes – net product weight,0.01,
Madagascar,Morocco,"Pilchards (Sardinops spp.), prep. or pres., not minced, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,533.56,
Madagascar,Morocco,"Tunas prepared or preserved, not minced, nei",Exports,Tonnes – net product weight,Tonnes – net product weight,558.53,
Madagascar,Netherlands,"Clams, cockles, arkshells, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,0.15,
Madagascar,Netherlands,"Crabs nei, frozen",Exports,Tonnes – net product weight,Tonnes – net product weight,26.48,
Madagascar,Netherlands,"Eels, frozen",Exports,Tonnes – net product weight,Tonnes – net product weight,0.08,
Madagascar,Netherlands,"Fish fillets, frozen, nei",Exports,Tonnes – net product weight,Tonnes – net product weight,6.25,
Madagascar,Netherlands,"Fish waste, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,1.2,
Madagascar,Netherlands,"Fish, frozen, nei",Exports,Tonnes – net product weight,Tonnes – net product weight,3.01,
Madagascar,Netherlands,"Miscellaneous molluscs, other than live, fresh or chilled, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,2.98,
Madagascar,Netherlands,"Octopus, frozen",Exports,Tonnes – net product weight,Tonnes – net product weight,3,
Madagascar,Netherlands,"Rock lobster and other sea crawfish (Palinurus, Panulirus, Jasus), even smoked, frozen, nei",Exports,Tonnes – net product weight,Tonnes – net product weight,6.21,
Madagascar,Netherlands,"Shrimps and prawns, other than coldwater, even smoked, frozen",Exports,Tonnes – net product weight,Tonnes – net product weight,47.78,
Madagascar,Netherlands,"Tunas prepared or preserved, not minced, nei",Exports,Tonnes – net product weight,Tonnes – net product weight,522.85,
Madagascar,New Zealand,"Aquatic invertebrates, other than prepared or preserved",Exports,Tonnes – net product weight,Tonnes – net product weight,7,
Madagascar,New Zealand,"Crabs nei, frozen",Exports,Tonnes – net product weight,Tonnes – net product weight,48.32,
Madagascar,New Zealand,"Cuttlefishes and squids, frozen, nei",Exports,Tonnes – net product weight,Tonnes – net product weight,0.51,
Madagascar,New Zealand,"Fish fillets, frozen, nei",Exports,Tonnes – net product weight,Tonnes – net product weight,0.02,
Madagascar,New Zealand,"Octopus, frozen",Exports,Tonnes – net product weight,Tonnes – net product weight,9.04,
Madagascar,New Zealand,"Rock lobster and other sea crawfish (Palinurus, Panulirus, Jasus), even smoked, frozen, nei",Exports,Tonnes – net product weight,Tonnes – net product weight,0.43,
Madagascar,Other nei,"Fish waste, nei",Reexports,Tonnes – net product weight,Tonnes – net product weight,108,
Madagascar,Other nei,"Marine fish nei, prepared or preserved, not minced",Imports,Tonnes – net product weight,Tonnes – net product weight,0.07,
Madagascar,Other nei,Miscellaneous corals and shells,Imports,Tonnes – net product weight,Tonnes – net product weight,25.32,
Madagascar,Other nei,"Shrimps and prawns, other than coldwater, even smoked, frozen",Exports,Tonnes – net product weight,Tonnes – net product weight,9.84,
Madagascar,Other nei,"Southern bluefin tuna (Thunnus maccoyii), live",Imports,Tonnes – net product weight,Tonnes – net product weight,18.49,
Madagascar,Other nei,"Swordfish, fresh or chilled",Imports,Tonnes – net product weight,Tonnes – net product weight,0.5,
Madagascar,Other nei,"Tunas prepared or preserved, not minced, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,0.04,
Madagascar,Papua New Guinea,Miscellaneous corals and shells,Imports,Tonnes – net product weight,Tonnes – net product weight,15.4,
Madagascar,Philippines,Coral and the like,Exports,Tonnes – net product weight,Tonnes – net product weight,27.02,
Madagascar,Philippines,"Fish live, nei",Exports,Tonnes – net product weight,Tonnes – net product weight,0.09,
Madagascar,Portugal,"Octopus, frozen",Exports,Tonnes – net product weight,Tonnes – net product weight,111.68,
Madagascar,Portugal,"Octopus, other than live, fresh or chilled",Exports,Tonnes – net product weight,Tonnes – net product weight,32.61,
Madagascar,Portugal,"Shrimps and prawns, other than coldwater, even smoked, frozen",Exports,Tonnes – net product weight,Tonnes – net product weight,105.43,
Madagascar,Russian Federation,"Fish waste, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,2,
Madagascar,Seychelles,"Atlantic(Thunnus thynnus)and Pacific(Thunnus orientalis)bluefin tuna, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,20.76,
Madagascar,Seychelles,"Bigeye tuna, frozen, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,1966.91,
Madagascar,Seychelles,Caviar,Exports,Tonnes – net product weight,Tonnes – net product weight,0.02,
Madagascar,Seychelles,"Fishmeals, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,360.25,
Madagascar,Seychelles,"Skipjack tuna, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,6489.58,
Madagascar,Seychelles,"Yellowfin tuna, frozen, nei",Exports,Tonnes – net product weight,Tonnes – net product weight,56.55,
Madagascar,Seychelles,"Yellowfin tuna, frozen, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,4784.06,
Madagascar,Seychelles,"Yellowfin tuna, frozen, nei",Reexports,Tonnes – net product weight,Tonnes – net product weight,25.43,
Madagascar,Singapore,"Fish live, nei",Exports,Tonnes – net product weight,Tonnes – net product weight,0.07,
Madagascar,Singapore,"Miscellaneous molluscs, other than live, fresh or chilled, nei",Exports,Tonnes – net product weight,Tonnes – net product weight,1.06,
Madagascar,Singapore,"Sea-cucumber, other than live, fresh or chilled",Exports,Tonnes – net product weight,Tonnes – net product weight,0.3,
Madagascar,Singapore,"Shrimps and prawns, live, fresh or chilled, nei",Exports,Tonnes – net product weight,Tonnes – net product weight,0.01,
Madagascar,South Africa,"Carps, eels and snakeheads, fillets, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,0.26,
Madagascar,South Africa,Caviar,Exports,Tonnes – net product weight,Tonnes – net product weight,0.02,
Madagascar,South Africa,"Clams, cockles, arkshells, etc., prep. or pres., nei",Imports,Tonnes – net product weight,Tonnes – net product weight,0.31,
Madagascar,South Africa,"Cuttlefish and squid, other than live, fresh or chilled",Imports,Tonnes – net product weight,Tonnes – net product weight,0.22,
Madagascar,South Africa,"Hakes nei, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,0.33,
Madagascar,South Africa,"Herrings prepared or preserved, not minced, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,0.08,
Madagascar,South Africa,"Jack and horse mackerel, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,0.13,
Madagascar,South Africa,"Marine fish nei, minced, prepared or preserved",Imports,Tonnes – net product weight,Tonnes – net product weight,0.34,
Madagascar,South Africa,"Marine fish nei, prepared or preserved, not minced",Imports,Tonnes – net product weight,Tonnes – net product weight,0.58,
Madagascar,South Africa,"Mussel meat, prepared or preserved, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,0.03,
Madagascar,South Africa,"Pilchards (Sardinops spp.), prep. or pres., not minced, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,0.45,
Madagascar,South Africa,"Shrimps and prawns, other than coldwater, even smoked, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,0.74,
Madagascar,South Africa,"Shrimps and prawns, prep. or pres., not in airtight containers",Imports,Tonnes – net product weight,Tonnes – net product weight,0.24,
Madagascar,South Africa,"Tunas prepared or preserved, not minced, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,1.88,
Madagascar,Spain,"Bigeye tuna, frozen, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,546.75,
Madagascar,Spain,"Bigeye tuna, frozen, nei",Reexports,Tonnes – net product weight,Tonnes – net product weight,52.86,
Madagascar,Spain,"Clams, cockles, arkshells, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,10,
Madagascar,Spain,"Eels, frozen",Exports,Tonnes – net product weight,Tonnes – net product weight,0.61,
Madagascar,Spain,"Shrimps and prawns, other than coldwater, even smoked, frozen",Exports,Tonnes – net product weight,Tonnes – net product weight,430.7,
Madagascar,Spain,"Skipjack tuna, frozen",Imports,Tonnes – net product weight,Tonnes – net product weight,5119.5,
Madagascar,Spain,"Tunas prepared or preserved, not minced, nei",Exports,Tonnes – net product weight,Tonnes – net product weight,2114.72,
Madagascar,Spain,"Yellowfin tuna, frozen, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,1746.97,
Madagascar,Spain,"Yellowfin tuna, frozen, nei",Reexports,Tonnes – net product weight,Tonnes – net product weight,1123.84,
Madagascar,Switzerland,Agar agar nei,Imports,Tonnes – net product weight,Tonnes – net product weight,0,
Madagascar,Switzerland,"Crabs nei, frozen",Exports,Tonnes – net product weight,Tonnes – net product weight,9,
Madagascar,Taiwan Province of China,"Fish live, nei",Exports,Tonnes – net product weight,Tonnes – net product weight,0.28,
Madagascar,Taiwan Province of China,"Rock lobster and other sea crawfish (Palinurus, Panulirus, Jasus), even smoked, frozen, nei",Exports,Tonnes – net product weight,Tonnes – net product weight,6.08,
Madagascar,Taiwan Province of China,"Seaweeds and other algae, fit for human consumption, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,0,
Madagascar,Thailand,"Anchovies, Indian mackerels, seerfishes, jacks, crevalles, silver pomfrets, Pacific saury, scads, capelin, Kawakawa, bonitos, marlins, sailfishes, spearfish, frozen",Exports,Tonnes – net product weight,Tonnes – net product weight,27.08,
Madagascar,Thailand,"Crabs nei, frozen",Exports,Tonnes – net product weight,Tonnes – net product weight,9.36,
Madagascar,Thailand,"Flatfish nei, frozen",Exports,Tonnes – net product weight,Tonnes – net product weight,26.5,
Madagascar,Thailand,"Mackerels nei, frozen",Exports,Tonnes – net product weight,Tonnes – net product weight,27,
Madagascar,Thailand,"Seaweeds and other algae, fit for human consumption, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,0.01,
Madagascar,Thailand,"Tunas prepared or preserved, not minced, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,39.75,
Madagascar,Tunisia,"Seaweeds and other algae, unfit for human consumption, nei",Exports,Tonnes – net product weight,Tonnes – net product weight,46,
Madagascar,Turkey,Eels and elvers live,Exports,Tonnes – net product weight,Tonnes – net product weight,0.01,
Madagascar,Ukraine,"Cuttlefishes and squids, frozen, nei",Exports,Tonnes – net product weight,Tonnes – net product weight,0,
Madagascar,Ukraine,"Eels, frozen",Exports,Tonnes – net product weight,Tonnes – net product weight,0.28,
Madagascar,Ukraine,"Rock lobster and other sea crawfish (Palinurus, Panulirus, Jasus), even smoked, frozen, nei",Exports,Tonnes – net product weight,Tonnes – net product weight,0.01,
Madagascar,Ukraine,"Shrimps and prawns, other than coldwater, even smoked, frozen",Exports,Tonnes – net product weight,Tonnes – net product weight,0.01,
Madagascar,Ukraine,"Tuna loins and fillets, frozen",Exports,Tonnes – net product weight,Tonnes – net product weight,0.01,
Madagascar,United Arab Emirates,Caviar,Exports,Tonnes – net product weight,Tonnes – net product weight,0.07,
Madagascar,United Arab Emirates,"Fish live, nei",Exports,Tonnes – net product weight,Tonnes – net product weight,0,
Madagascar,United Arab Emirates,Miscellaneous corals and shells,Imports,Tonnes – net product weight,Tonnes – net product weight,8.1,
Madagascar,United Arab Emirates,"Scallops, other than live, fresh or chilled",Exports,Tonnes – net product weight,Tonnes – net product weight,2.15,
Madagascar,United Kingdom,"Aquatic invertebrates, other than prepared or preserved",Exports,Tonnes – net product weight,Tonnes – net product weight,0.1,
Madagascar,United Kingdom,"Fish live, nei",Exports,Tonnes – net product weight,Tonnes – net product weight,2.02,
Madagascar,United Kingdom,Ornamental saltwater fish,Exports,Tonnes – net product weight,Tonnes – net product weight,0.3,
Madagascar,United Kingdom,"Seaweeds and other algae, unfit for human consumption, nei",Exports,Tonnes – net product weight,Tonnes – net product weight,0.01,
Madagascar,United Kingdom,"Tunas prepared or preserved, not minced, nei",Exports,Tonnes – net product weight,Tonnes – net product weight,147.54,
Madagascar,United States of America,Caviar,Exports,Tonnes – net product weight,Tonnes – net product weight,0.39,
Madagascar,United States of America,Coral and the like,Exports,Tonnes – net product weight,Tonnes – net product weight,0.26,
Madagascar,United States of America,Eels and elvers live,Exports,Tonnes – net product weight,Tonnes – net product weight,0.05,
Madagascar,United States of America,"Eels, frozen",Exports,Tonnes – net product weight,Tonnes – net product weight,0.01,
Madagascar,United States of America,"Fish fillets, frozen, nei",Exports,Tonnes – net product weight,Tonnes – net product weight,29.18,
Madagascar,United States of America,"Fish live, nei",Exports,Tonnes – net product weight,Tonnes – net product weight,0.25,
Madagascar,United States of America,"Fish waste, nei",Imports,Tonnes – net product weight,Tonnes – net product weight,0.75,
Madagascar,United States of America,"Seaweeds and other algae, fit for human consumption, nei",Exports,Tonnes – net product weight,Tonnes – net product weight,239.82,
Madagascar,Viet Nam,Coral and the like,Exports,Tonnes – net product weight,Tonnes – net product weight,67.65,
Madagascar,Viet Nam,"Crabs nei, frozen",Exports,Tonnes – net product weight,Tonnes – net product weight,65.76,
Madagascar,Viet Nam,"Crustaceans nei, even smoked, frozen",Exports,Tonnes – net product weight,Tonnes – net product weight,0.64,
Madagascar,Viet Nam,"Flatfish, fresh or chilled, nei",Exports,Tonnes – net product weight,Tonnes – net product weight,27,
Madagascar,Viet Nam,"Gadiformes nei, frozen",Exports,Tonnes – net product weight,Tonnes – net product weight,20.93,
Madagascar,Viet Nam,"Jellyfish, other than prepared or preserved",Exports,Tonnes – net product weight,Tonnes – net product weight,90,
Madagascar,Viet Nam,"Seaweeds and other algae, unfit for human consumption, nei",Exports,Tonnes – net product weight,Tonnes – net product weight,17.6,
Totals - Tonnes – net product weight,,,,,,50383.7,
FAO. 2021. Fishery and Aquaculture Statistics. Global fish trade - By partner country. 2019 (FishstatJ). In: FAO Fisheries and Aquaculture Division [online]. Rome. Updated 2021. www.fao.org/fishery/statistics/software/fishstatj/en
